Dátum,Gép,Kezdő időpont,Záró időpont,Megrendelésszám
2020.12.15.,Hegesztő-3,06:00,22:00,MEGR011
2020.12.15.,Tesztelő-1,06:00,22:00,MEGR011
2020.12.15.,Festő-1,06:00,22:00,MEGR011
2020.12.15.,Festő-2,06:00,22:00,MEGR011
2020.12.15.,Festő-3,06:00,22:00,MEGR011
2020.12.15.,Festő-4,06:00,22:00,MEGR011
2020.12.15.,Csomagoló-1,06:00,22:00,MEGR011
2020.12.15.,Csomagoló-2,06:00,22:00,MEGR011
2020.12.15.,Csomagoló-3,06:00,22:00,MEGR011
2020.12.16.,Hajlító-1,06:00,08:53,MEGR011
2020.12.16.,Hajlító-1,08:53,22:00,MEGR005
2020.12.16.,Hajlító-2,06:00,08:53,MEGR011
2020.12.16.,Hajlító-2,08:53,22:00,MEGR005
2020.12.16.,Hegesztő-1,06:00,09:03,MEGR011
2020.12.16.,Hegesztő-1,09:08,22:00,MEGR005
2020.12.16.,Hegesztő-2,06:00,08:48,MEGR011
2020.12.16.,Hegesztő-2,09:08,22:00,MEGR005
2020.12.16.,Hegesztő-3,06:00,09:03,MEGR011
2020.12.16.,Hegesztő-3,09:23,22:00,MEGR005
2020.12.16.,Tesztelő-1,06:00,09:13,MEGR011
2020.12.16.,Tesztelő-1,09:18,22:00,MEGR005
2020.12.16.,Festő-1,06:00,09:23,MEGR011
2020.12.16.,Festő-1,09:38,22:00,MEGR005
2020.12.16.,Festő-2,06:00,09:08,MEGR011
2020.12.16.,Festő-2,09:23,22:00,MEGR005
2020.12.16.,Festő-3,06:00,09:28,MEGR011
2020.12.16.,Festő-3,09:43,22:00,MEGR005
2020.12.16.,Festő-4,06:00,09:13,MEGR011
2020.12.16.,Festő-4,09:28,22:00,MEGR005
2020.12.16.,Csomagoló-1,06:00,09:40,MEGR011
2020.12.16.,Csomagoló-1,09:53,22:00,MEGR005
2020.12.16.,Csomagoló-2,06:00,09:35,MEGR011
2020.12.16.,Csomagoló-2,09:43,22:00,MEGR005
2020.12.16.,Csomagoló-3,06:00,09:25,MEGR011
2020.12.16.,Csomagoló-3,09:38,22:00,MEGR005
2020.12.17.,Hajlító-1,06:00,22:00,MEGR005
2020.12.17.,Hajlító-2,06:00,22:00,MEGR005
2020.12.17.,Hegesztő-1,06:00,22:00,MEGR005
2020.12.17.,Hegesztő-2,06:00,22:00,MEGR005
2020.12.17.,Hegesztő-3,06:00,22:00,MEGR005
2020.12.17.,Tesztelő-1,06:00,22:00,MEGR005
2020.12.17.,Festő-1,06:00,22:00,MEGR005
2020.12.17.,Festő-2,06:00,22:00,MEGR005
2020.12.17.,Festő-3,06:00,22:00,MEGR005
2020.12.17.,Festő-4,06:00,22:00,MEGR005
2020.12.17.,Csomagoló-1,06:00,22:00,MEGR005
2020.12.17.,Csomagoló-2,06:00,22:00,MEGR005
2020.12.17.,Csomagoló-3,06:00,22:00,MEGR005
2020.12.18.,Hajlító-1,06:00,22:00,MEGR005
2020.12.18.,Hajlító-2,06:00,22:00,MEGR005
2020.12.18.,Hegesztő-1,06:00,22:00,MEGR005
2020.12.18.,Hegesztő-2,06:00,22:00,MEGR005
2020.12.18.,Hegesztő-3,06:00,22:00,MEGR005
2020.12.18.,Tesztelő-1,06:00,22:00,MEGR005
2020.12.18.,Festő-1,06:00,22:00,MEGR005
2020.12.18.,Festő-2,06:00,22:00,MEGR005
2020.12.18.,Festő-3,06:00,22:00,MEGR005
2020.12.18.,Festő-4,06:00,22:00,MEGR005
2020.12.18.,Csomagoló-1,06:00,22:00,MEGR005
2020.12.18.,Csomagoló-2,06:00,22:00,MEGR005
2020.12.18.,Csomagoló-3,06:00,22:00,MEGR005
2020.12.19.,Hajlító-1,06:00,22:00,MEGR005
2020.12.19.,Hajlító-2,06:00,22:00,MEGR005
2020.12.19.,Hegesztő-1,06:00,22:00,MEGR005
2020.12.19.,Hegesztő-2,06:00,22:00,MEGR005
2020.12.19.,Hegesztő-3,06:00,22:00,MEGR005
2020.12.19.,Tesztelő-1,06:00,22:00,MEGR005
2020.12.19.,Festő-1,06:00,22:00,MEGR005
2020.12.19.,Festő-2,06:00,22:00,MEGR005
2020.12.19.,Festő-3,06:00,22:00,MEGR005
2020.12.19.,Festő-4,06:00,22:00,MEGR005
2020.12.19.,Csomagoló-1,06:00,22:00,MEGR005
2020.12.19.,Csomagoló-2,06:00,22:00,MEGR005
2020.12.19.,Csomagoló-3,06:00,22:00,MEGR005
2020.12.20.,Hajlító-1,06:00,22:00,MEGR005
2020.12.20.,Hajlító-2,06:00,22:00,MEGR005
2020.12.20.,Hegesztő-1,06:00,22:00,MEGR005
2020.12.20.,Hegesztő-2,06:00,22:00,MEGR005
2020.12.20.,Hegesztő-3,06:00,22:00,MEGR005
2020.12.20.,Tesztelő-1,06:00,22:00,MEGR005
2020.12.20.,Festő-1,06:00,22:00,MEGR005
2020.12.20.,Festő-2,06:00,22:00,MEGR005
2020.12.20.,Festő-3,06:00,22:00,MEGR005
2020.12.20.,Festő-4,06:00,22:00,MEGR005
2020.12.20.,Csomagoló-1,06:00,22:00,MEGR005
2020.12.20.,Csomagoló-2,06:00,22:00,MEGR005
2020.12.20.,Csomagoló-3,06:00,22:00,MEGR005
2020.12.21.,Hajlító-1,06:00,22:00,MEGR005
2020.12.21.,Hajlító-2,06:00,22:00,MEGR005
2020.12.21.,Hegesztő-1,06:00,22:00,MEGR005
2020.12.21.,Hegesztő-2,06:00,22:00,MEGR005
2020.12.21.,Hegesztő-3,06:00,22:00,MEGR005
2020.12.21.,Tesztelő-1,06:00,22:00,MEGR005
2020.12.21.,Festő-1,06:00,22:00,MEGR005
2020.12.21.,Festő-2,06:00,22:00,MEGR005
2020.12.21.,Festő-3,06:00,22:00,MEGR005
2020.12.21.,Festő-4,06:00,22:00,MEGR005
2020.12.21.,Csomagoló-1,06:00,22:00,MEGR005
2020.12.21.,Csomagoló-2,06:00,22:00,MEGR005
2020.12.21.,Csomagoló-3,06:00,22:00,MEGR005
2020.12.22.,Hajlító-1,06:00,22:00,MEGR005
2020.12.22.,Hajlító-2,06:00,22:00,MEGR005
2020.12.22.,Hegesztő-1,06:00,22:00,MEGR005
2020.12.22.,Hegesztő-2,06:00,22:00,MEGR005
2020.12.22.,Hegesztő-3,06:00,22:00,MEGR005
2020.12.22.,Tesztelő-1,06:00,22:00,MEGR005
2020.12.22.,Festő-1,06:00,22:00,MEGR005
2020.12.22.,Festő-2,06:00,22:00,MEGR005
2020.12.22.,Festő-3,06:00,22:00,MEGR005
2020.12.22.,Festő-4,06:00,22:00,MEGR005
2020.12.22.,Csomagoló-1,06:00,22:00,MEGR005
2020.12.22.,Csomagoló-2,06:00,22:00,MEGR005
2020.12.22.,Csomagoló-3,06:00,22:00,MEGR005
2020.12.23.,Hajlító-1,06:00,22:00,MEGR005
2020.12.23.,Hajlító-2,06:00,22:00,MEGR005
2020.12.23.,Hegesztő-1,06:00,22:00,MEGR005
2020.12.23.,Hegesztő-2,06:00,22:00,MEGR005
2020.12.23.,Hegesztő-3,06:00,22:00,MEGR005
2020.12.23.,Tesztelő-1,06:00,22:00,MEGR005
2020.12.23.,Festő-1,06:00,22:00,MEGR005
2020.12.23.,Festő-2,06:00,22:00,MEGR005
2020.12.23.,Festő-3,06:00,22:00,MEGR005
2020.12.23.,Festő-4,06:00,22:00,MEGR005
2020.12.23.,Csomagoló-1,06:00,22:00,MEGR005
2020.12.23.,Csomagoló-2,06:00,22:00,MEGR005
2020.12.23.,Csomagoló-3,06:00,22:00,MEGR005
2020.12.24.,Hajlító-1,06:00,22:00,MEGR005
2020.12.24.,Hajlító-2,06:00,22:00,MEGR005
2020.12.24.,Hegesztő-1,06:00,22:00,MEGR005
2020.12.24.,Hegesztő-2,06:00,22:00,MEGR005
2020.12.24.,Hegesztő-3,06:00,22:00,MEGR005
2020.12.24.,Tesztelő-1,06:00,22:00,MEGR005
2020.12.24.,Festő-1,06:00,22:00,MEGR005
2020.12.24.,Festő-2,06:00,22:00,MEGR005
2020.12.24.,Festő-3,06:00,22:00,MEGR005
2020.12.24.,Festő-4,06:00,22:00,MEGR005
2020.12.24.,Csomagoló-1,06:00,22:00,MEGR005
2020.12.24.,Csomagoló-2,06:00,22:00,MEGR005
2020.12.24.,Csomagoló-3,06:00,22:00,MEGR005
2020.12.25.,Hajlító-1,06:00,22:00,MEGR005
2020.12.25.,Hajlító-2,06:00,22:00,MEGR005
2020.12.25.,Hegesztő-1,06:00,22:00,MEGR005
2020.12.25.,Hegesztő-2,06:00,22:00,MEGR005
2020.12.25.,Hegesztő-3,06:00,22:00,MEGR005
2020.12.25.,Tesztelő-1,06:00,22:00,MEGR005
2020.12.25.,Festő-1,06:00,22:00,MEGR005
2020.12.25.,Festő-2,06:00,22:00,MEGR005
2020.12.25.,Festő-3,06:00,22:00,MEGR005
2020.12.25.,Festő-4,06:00,22:00,MEGR005
2020.12.25.,Csomagoló-1,06:00,22:00,MEGR005
2020.12.25.,Csomagoló-2,06:00,22:00,MEGR005
2020.12.25.,Csomagoló-3,06:00,22:00,MEGR005
2020.12.26.,Hajlító-1,06:00,22:00,MEGR005
2020.12.26.,Hajlító-2,06:00,22:00,MEGR005
2020.12.26.,Hegesztő-1,06:00,22:00,MEGR005
2020.12.26.,Hegesztő-2,06:00,22:00,MEGR005
2020.12.26.,Hegesztő-3,06:00,22:00,MEGR005
2020.12.26.,Tesztelő-1,06:00,22:00,MEGR005
2020.12.26.,Festő-1,06:00,22:00,MEGR005
2020.12.26.,Festő-2,06:00,22:00,MEGR005
2020.12.26.,Festő-3,06:00,22:00,MEGR005
2020.12.26.,Festő-4,06:00,22:00,MEGR005
2020.12.26.,Csomagoló-1,06:00,22:00,MEGR005
2020.12.26.,Csomagoló-2,06:00,22:00,MEGR005
2020.12.26.,Csomagoló-3,06:00,22:00,MEGR005
2020.12.27.,Hajlító-1,06:00,22:00,MEGR005
2020.12.27.,Hajlító-2,06:00,22:00,MEGR005
2020.12.27.,Hegesztő-1,06:00,22:00,MEGR005
2020.12.27.,Hegesztő-2,06:00,22:00,MEGR005
2020.12.27.,Hegesztő-3,06:00,22:00,MEGR005
2020.12.27.,Tesztelő-1,06:00,22:00,MEGR005
2020.12.27.,Festő-1,06:00,22:00,MEGR005
2020.12.27.,Festő-2,06:00,22:00,MEGR005
2020.12.27.,Festő-3,06:00,22:00,MEGR005
2020.12.27.,Festő-4,06:00,22:00,MEGR005
2020.12.27.,Csomagoló-1,06:00,22:00,MEGR005
2020.12.27.,Csomagoló-2,06:00,22:00,MEGR005
2020.12.27.,Csomagoló-3,06:00,22:00,MEGR005
2020.12.28.,Hajlító-1,06:00,22:00,MEGR005
2020.12.28.,Hajlító-2,06:00,22:00,MEGR005
2020.12.28.,Hegesztő-1,06:00,22:00,MEGR005
2020.12.28.,Hegesztő-2,06:00,22:00,MEGR005
2020.12.28.,Hegesztő-3,06:00,22:00,MEGR005
2020.12.28.,Tesztelő-1,06:00,22:00,MEGR005
2020.12.28.,Festő-1,06:00,22:00,MEGR005
2020.12.28.,Festő-2,06:00,22:00,MEGR005
2020.12.28.,Festő-3,06:00,22:00,MEGR005
2020.12.28.,Festő-4,06:00,22:00,MEGR005
2020.12.28.,Csomagoló-1,06:00,22:00,MEGR005
2020.12.28.,Csomagoló-2,06:00,22:00,MEGR005
2020.12.28.,Csomagoló-3,06:00,22:00,MEGR005
2020.12.29.,Hajlító-1,06:00,22:00,MEGR005
2020.12.29.,Hajlító-2,06:00,22:00,MEGR005
2020.12.29.,Hegesztő-1,06:00,22:00,MEGR005
2020.12.29.,Hegesztő-2,06:00,22:00,MEGR005
2020.12.29.,Hegesztő-3,06:00,22:00,MEGR005
2020.12.29.,Tesztelő-1,06:00,22:00,MEGR005
2020.12.29.,Festő-1,06:00,22:00,MEGR005
2020.12.29.,Festő-2,06:00,22:00,MEGR005
2020.12.29.,Festő-3,06:00,22:00,MEGR005
2020.12.29.,Festő-4,06:00,22:00,MEGR005
2020.12.29.,Csomagoló-1,06:00,22:00,MEGR005
2020.12.29.,Csomagoló-2,06:00,22:00,MEGR005
2020.12.29.,Csomagoló-3,06:00,22:00,MEGR005
2020.12.30.,Hajlító-1,06:00,22:00,MEGR005
2020.12.30.,Hajlító-2,06:00,22:00,MEGR005
2020.12.30.,Hegesztő-1,06:00,22:00,MEGR005
2020.12.30.,Hegesztő-2,06:00,22:00,MEGR005
2020.12.30.,Hegesztő-3,06:00,22:00,MEGR005
2020.12.30.,Tesztelő-1,06:00,22:00,MEGR005
2020.12.30.,Festő-1,06:00,22:00,MEGR005
2020.12.30.,Festő-2,06:00,22:00,MEGR005
2020.12.30.,Festő-3,06:00,22:00,MEGR005
2020.12.30.,Festő-4,06:00,22:00,MEGR005
2020.12.30.,Csomagoló-1,06:00,22:00,MEGR005
2020.12.30.,Csomagoló-2,06:00,22:00,MEGR005
2020.12.30.,Csomagoló-3,06:00,22:00,MEGR005
2020.12.31.,Hajlító-1,06:00,22:00,MEGR005
2020.12.31.,Hajlító-2,06:00,22:00,MEGR005
2020.12.31.,Hegesztő-1,06:00,22:00,MEGR005
2020.12.31.,Hegesztő-2,06:00,22:00,MEGR005
2020.12.31.,Hegesztő-3,06:00,22:00,MEGR005
2020.12.31.,Tesztelő-1,06:00,22:00,MEGR005
2020.12.31.,Festő-1,06:00,22:00,MEGR005
2020.12.31.,Festő-2,06:00,22:00,MEGR005
2020.12.31.,Festő-3,06:00,22:00,MEGR005
2020.12.31.,Festő-4,06:00,22:00,MEGR005
2020.12.31.,Csomagoló-1,06:00,22:00,MEGR005
2020.12.31.,Csomagoló-2,06:00,22:00,MEGR005
2020.12.31.,Csomagoló-3,06:00,22:00,MEGR005
2021.01.01.,Hajlító-1,06:00,22:00,MEGR005
2021.01.01.,Hajlító-2,06:00,22:00,MEGR005
2021.01.01.,Hegesztő-1,06:00,22:00,MEGR005
2021.01.01.,Hegesztő-2,06:00,22:00,MEGR005
2021.01.01.,Hegesztő-3,06:00,22:00,MEGR005
2021.01.01.,Tesztelő-1,06:00,22:00,MEGR005
2021.01.01.,Festő-1,06:00,22:00,MEGR005
2021.01.01.,Festő-2,06:00,22:00,MEGR005
2021.01.01.,Festő-3,06:00,22:00,MEGR005
2021.01.01.,Festő-4,06:00,22:00,MEGR005
2021.01.01.,Csomagoló-1,06:00,22:00,MEGR005
2021.01.01.,Csomagoló-2,06:00,22:00,MEGR005
2021.01.01.,Csomagoló-3,06:00,22:00,MEGR005
2021.01.02.,Hajlító-1,06:00,22:00,MEGR005
2021.01.02.,Hajlító-2,06:00,22:00,MEGR005
2021.01.02.,Hegesztő-1,06:00,22:00,MEGR005
2021.01.02.,Hegesztő-2,06:00,22:00,MEGR005
2021.01.02.,Hegesztő-3,06:00,22:00,MEGR005
2021.01.02.,Tesztelő-1,06:00,22:00,MEGR005
2021.01.02.,Festő-1,06:00,22:00,MEGR005
2021.01.02.,Festő-2,06:00,22:00,MEGR005
2021.01.02.,Festő-3,06:00,22:00,MEGR005
2021.01.02.,Festő-4,06:00,22:00,MEGR005
2021.01.02.,Csomagoló-1,06:00,22:00,MEGR005
2021.01.02.,Csomagoló-2,06:00,22:00,MEGR005
2021.01.02.,Csomagoló-3,06:00,22:00,MEGR005
2021.01.03.,Hajlító-1,06:00,22:00,MEGR005
2021.01.03.,Hajlító-2,06:00,22:00,MEGR005
2021.01.03.,Hegesztő-1,06:00,22:00,MEGR005
2021.01.03.,Hegesztő-2,06:00,22:00,MEGR005
2021.01.03.,Hegesztő-3,06:00,22:00,MEGR005
2021.01.03.,Tesztelő-1,06:00,22:00,MEGR005
2021.01.03.,Festő-1,06:00,22:00,MEGR005
2021.01.03.,Festő-2,06:00,22:00,MEGR005
2021.01.03.,Festő-3,06:00,22:00,MEGR005
2021.01.03.,Festő-4,06:00,22:00,MEGR005
2021.01.03.,Csomagoló-1,06:00,22:00,MEGR005
2021.01.03.,Csomagoló-2,06:00,22:00,MEGR005
2021.01.03.,Csomagoló-3,06:00,22:00,MEGR005
2021.01.04.,Hajlító-1,06:00,22:00,MEGR005
2021.01.04.,Hajlító-2,06:00,22:00,MEGR005
2021.01.04.,Hegesztő-1,06:00,22:00,MEGR005
2021.01.04.,Hegesztő-2,06:00,22:00,MEGR005
2021.01.04.,Hegesztő-3,06:00,22:00,MEGR005
2021.01.04.,Tesztelő-1,06:00,22:00,MEGR005
2021.01.04.,Festő-1,06:00,22:00,MEGR005
2021.01.04.,Festő-2,06:00,22:00,MEGR005
2021.01.04.,Festő-3,06:00,22:00,MEGR005
2021.01.04.,Festő-4,06:00,22:00,MEGR005
2021.01.04.,Csomagoló-1,06:00,22:00,MEGR005
2021.01.04.,Csomagoló-2,06:00,22:00,MEGR005
2021.01.04.,Csomagoló-3,06:00,22:00,MEGR005
2021.01.05.,Hajlító-1,06:00,22:00,MEGR005
2021.01.05.,Hajlító-2,06:00,22:00,MEGR005
2021.01.05.,Hegesztő-1,06:00,22:00,MEGR005
2021.01.05.,Hegesztő-2,06:00,22:00,MEGR005
2021.01.05.,Hegesztő-3,06:00,22:00,MEGR005
2021.01.05.,Tesztelő-1,06:00,22:00,MEGR005
2021.01.05.,Festő-1,06:00,22:00,MEGR005
2021.01.05.,Festő-2,06:00,22:00,MEGR005
2021.01.05.,Festő-3,06:00,22:00,MEGR005
2021.01.05.,Festő-4,06:00,22:00,MEGR005
2021.01.05.,Csomagoló-1,06:00,22:00,MEGR005
2021.01.05.,Csomagoló-2,06:00,22:00,MEGR005
2021.01.05.,Csomagoló-3,06:00,22:00,MEGR005
2021.01.06.,Hajlító-1,06:00,22:00,MEGR005
2021.01.06.,Hajlító-2,06:00,22:00,MEGR005
2021.01.06.,Hegesztő-1,06:00,22:00,MEGR005
2021.01.06.,Hegesztő-2,06:00,22:00,MEGR005
2021.01.06.,Hegesztő-3,06:00,22:00,MEGR005
2021.01.06.,Tesztelő-1,06:00,22:00,MEGR005
2021.01.06.,Festő-1,06:00,22:00,MEGR005
2021.01.06.,Festő-2,06:00,22:00,MEGR005
2021.01.06.,Festő-3,06:00,22:00,MEGR005
2021.01.06.,Festő-4,06:00,22:00,MEGR005
2021.01.06.,Csomagoló-1,06:00,22:00,MEGR005
2021.01.06.,Csomagoló-2,06:00,22:00,MEGR005
2021.01.06.,Csomagoló-3,06:00,22:00,MEGR005
2021.01.07.,Hajlító-1,06:00,22:00,MEGR005
2021.01.07.,Hajlító-2,06:00,22:00,MEGR005
2021.01.07.,Hegesztő-1,06:00,22:00,MEGR005
2021.01.07.,Hegesztő-2,06:00,22:00,MEGR005
2021.01.07.,Hegesztő-3,06:00,22:00,MEGR005
2021.01.07.,Tesztelő-1,06:00,22:00,MEGR005
2021.01.07.,Festő-1,06:00,22:00,MEGR005
2021.01.07.,Festő-2,06:00,22:00,MEGR005
2021.01.07.,Festő-3,06:00,22:00,MEGR005
2021.01.07.,Festő-4,06:00,22:00,MEGR005
2021.01.07.,Csomagoló-1,06:00,22:00,MEGR005
2021.01.07.,Csomagoló-2,06:00,22:00,MEGR005
2021.01.07.,Csomagoló-3,06:00,22:00,MEGR005
2021.01.08.,Hajlító-1,06:00,15:53,MEGR005
2021.01.08.,Hajlító-2,06:00,15:53,MEGR005
2021.01.08.,Hegesztő-1,06:00,16:03,MEGR005
2021.01.08.,Hegesztő-2,06:00,15:48,MEGR005
2021.01.08.,Hegesztő-3,06:00,16:03,MEGR005
2021.01.08.,Tesztelő-1,06:00,16:13,MEGR005
2021.01.08.,Festő-1,06:00,16:23,MEGR005
2021.01.08.,Festő-2,06:00,16:08,MEGR005
2021.01.08.,Festő-3,06:00,16:28,MEGR005
2021.01.08.,Festő-4,06:00,16:13,MEGR005
2021.01.08.,Csomagoló-1,06:00,16:40,MEGR005
2021.01.08.,Csomagoló-2,06:00,16:35,MEGR005
2021.01.08.,Csomagoló-3,06:00,16:25,MEGR005
